origin_id,origin_name,target_id,target_name,expelled_group,year,end_year,lower_bound,mean_estimate,upper_bound,event_type,is_annual_estimate,data_source_id,description,in_unhcr,unhcr_numer,comment,difference_unhcr_mean_estimate
250,France,,various,various,2024,2024,22000,22000,22000,2,,131,deportation of irregular migrants ,,,,
254,French Guiana,,various,various,2017,2017,5300,5300,5300,1,,171,expulsion of migrants,,,,
266,Gabon,178,Congo,Congolese (Brazzaville),1962,1962,2700,2700,2700,1,,1,,FALSE,,,
266,Gabon,204,Benin,Beninese,1978,1978,6000,9000,12000,1,,1,,FALSE,,,
266,Gabon,120,Cameroon,Cameroonians,1981,1981,5000,7500,10000,1,,1,,FALSE,,,
266,Gabon,,various,foreigners,1995,1995,55000,55000,55000,1,,17,,FALSE,,,
268,Georgia,,various,various,2024,2024,133,133,133,2,,177,deportaion of illegal immigrants,,,,
276,Germany,70,Bosnia,Bosnians,2004,2004,465,465,465,2,,51,deportation of Bosnian refugees,,,,
276,Germany,180,DRC,Congolese (Kinshasa),2009,2017,265,265,265,2,,117,,,,,
276,Germany,270,Gambia,Gambians,2023,2023,400,400,400,3,,174,repatriation of Gambians from Germany,,,,
276,Germany,170,Colombia,Colombians,2024,2024,12,12,12,2,,119,deportation of Colombians,,,,
288,Ghana,,Nigeria; Togo; Burkina Faso; Niger,Nigerians; Togolese; Burkinabe; Nigeriens,1969,1970,200000,600000,1000000,1,,1,,FALSE,,,
288,Ghana,566,Nigeria,Nigerians,1969,1969,500000,500000,500000,1,,45,,FALSE,,,
288,Ghana,566,Nigeria,Nigerians,1969,1969,500000,500000,500000,1,,178,expulsion of Nigerien migrant,,,,
288,Ghana,,Togo; Mali; Burkina Faso; Nigeria,Togolese; Malians; Burkinabe; Nigerians,1969,1969,200000,200000,200000,1,,179,expulsion of migrant workers and minority ethnic groups,,,,
288,Ghana,,various,West AFricans,1969,1969,2500000,2500000,2500000,1,,180,expulsion of migrant workers and minority ethnic groups,,,,
288,Ghana,,various,various,2001,2007,27000,27000,27000,2,,184,deportation of migrants from Ghana,,,,
288,Ghana,566,Nigeria,Nigerians,2018,2024,723,723,723,2,,180,expulsion of criminal Nigerian migrants,,,,
288,Ghana,,Burkina Faso,Burkinabe,2023,2023,200,200,200,1,,73,,,,,
288,Ghana,,Burkina Faso,Burkinabe,2023,2023,251,251,251,1,,74,,,,,
288,Ghana,854,Burkina Faso,Burkinabe,2023,2023,251,251,251,1,,185,expulsion of Burkinabe refugees,,,,
300,Greece,8,Albania,Albanians,1993,1994,96000,98000,100000,1,,1,,FALSE,,,
308,Grenada,192,Cuba,Cubans,1983,1983,650,650,650,2,,186,forced repatriation of Cubans after US military intervention in Grenada,,,,
308,Grenada,,various,OECS countries,2019,2024,297,297,297,2,,187,deportation of OECS nationals,,,,
316,Guam,704,Vietnam,Vietnamese,1975,1975,1546,1546,1546,3,,188,repatriation of Vietnamese escaping from Vietnam war,,,,
316,Guam,,various,various,2019,2019,24,24,24,2,,191,deportation of criminal migrants,,,,
316,Guam,,various,various,2020,2020,2,2,2,2,,191,deportation of criminal migrants,,,,
316,Guam,,various,various,2023,2023,29,29,29,2,,190,deportation of criminal migrants,,,,
316,Guam,356,India,Indians,2025,2025,104,104,104,2,,189,deportation of Indians,,,,
320,Guatemala,,various,Venezuelans; Hondurans; Salvadorians; etc.,2024,2024,7900,7900,7900,2,,193,,,,,
340,Honduras,222,El Salvador,Salvadorans,1969,1969,130000,130000,130000,4,,150,escape after beginning of the Football war,FALSE,,,
340,Honduras,222,El Salvador,Salvadorans,1969,1969,60000,95000,130000,1,,1,,FALSE,,,
344,Hong Kong,704,Vietnam,Vietnamese,1997,1997,152200,152200,152200,2,,204,deportation of Vietnamese after end of British colonial rule over Hong Kong,,,,
344,Hong Kong,704,Vietnam,Vietnamese,2024,2024,18,18,18,2,FALSE,206,deportation of illegal immigrants from Vietnam,,,,
344,Hong Kong,704,Vietnam,Vietnamese,2024,2024,19,19,19,2,FALSE,207,deportation of illegal immigrants from Vietnam,,,,
344,Hong Kong,704,Vietnam,Vietnamese,2024,2024,23,23,23,2,FALSE,208,deportation of illegal immigrants from Vietnam,,,,
344,Hong Kong,704,Vietnam,Vietnamese,2025,2025,18,18,18,2,FALSE,205,deportation of illegal immigrants from Vietnam,,,,
360,Indonesia,528,Netherlands,Dutch,1950,1959,50000,50000,50000,1,,215,expulsion of Dutch after collapse of the colonial regime,,,,
360,Indonesia,156,China,Chinese,1955,1959,102000,102000,102000,1,,215,expulsion of Chinese after legal uncertainty of new Indonesian government,,,,
360,Indonesia,528,Netherlands,Dutch,1957,1958,50000,55000,60000,1,,1,,FALSE,,,
364,Iran,376,Israel,Jews,1979,1980,60000,60000,60000,3,,225,repatriation after islamic revolution and fear of religious persecution,,,,
364,Iran,4,Afghanistan,Afghans,2007,2007,160000,275000,390000,1,,1,,FALSE,,,
364,Iran,4,Afghanistan,Afghans,2007,2007,100000,100000,100000,2,,222,deportation of Afghans who fled US Intervention of 2001,,,,
364,Iran,4,Afghanistan,Afghans,2012,2013,349500,349500,349500,1,,1,,FALSE,,,
364,Iran,4,Afghanistan,Afghans,2012,2015,55000,483500,912000,1,,4,,FALSE,,,
364,Iran,4,Afghanistan,Afghans,2017,2017,350000,350000,350000,1,,44,,,,,
368,Iraq,364,Iran,Iranians,1971,1971,11000,35500,60000,1,,1,,FALSE,,,
368,Iraq,364,Iran,Kurds,1971,1971,40000,40000,40000,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,"Iranians, Kurds",1974,1974,60000,60000,60000,1,,1,,FALSE,,,
368,Iraq,364,Iran,Iranians,1980,1980,20000,22500,25000,1,,1,,FALSE,,UNHCR lists 100000 from 1979 to 1982,
368,Iraq,364,Iran,Iraqis,1980,1990,1000000,1000000,1000000,2,,223,deportation of Iraqis under Saddam Hussein,,,,
368,Iraq,364,Iran,Kurds,1980,1990,150000,325000,500000,2,,224,deportation of Kurds from Iraq,,,,
368,Iraq,364,Iran,Shia Muslims,1980,1990,500000,500000,500000,2,,226,deportation of Shia Muslims amidst Iran-Iraq war,,,,
372,Ireland,268,Georgia,Georgians,2024,2024,32,32,32,2,FALSE,176,deportation of Georgian migrants,,,,
376,Israel,,Jordan; Syria; Egypt,Palestinians,1967,1968,270000,330000,390000,1,,1,,FALSE,,,
388,Jamaica,332,Haiti,Haitians,2023,2023,37,37,37,2,,201,deportation of illegal migrants from Haiti,,,,
388,Jamaica,332,Haiti,Haitians,2024,2024,37,37,37,1,FALSE,27,,,,,
404,Kenya,800,Uganda,Ugandans,1979,1979,2500,3450,4400,1,,1,,FALSE,,,
404,Kenya,,Tanzania; Uganda,"Tanzanians, Ugandans",1980,1981,3000,3000,3000,1,,1,,FALSE,,,
404,Kenya,706,Somalia,Somalis,1989,1990,5000,5000,5000,1,,1,,FALSE,,,
404,Kenya,,Uganda; Rwanda,"Ugandans, Rwandans ",1990,1990,1000,1000,1000,1,,1,,FALSE,,,
414,Kuwait,,Jordan; Iraq,"Palestinians, Iraqis",1991,1991,200000,300000,400000,1,,1,,FALSE,,,
414,Kuwait,,various,various,2022,2022,30000,30000,30000,1,,34,,,,,
426,Lesotho,566,Nigeria,Nigerians,2002,2002,18,18,18,2,FALSE,54,,,,,
426,Lesotho,156,China,Chinese,2002,2002,4,4,4,2,FALSE,54,,,,,
434,Libya,380,Italy,Italians,1970,1970,20000,20000,20000,1,,1,,FALSE,,,
434,Libya,788,Tunisia,Tunisians ,1976,1976,13700,13700,13700,1,,1,,FALSE,,,
434,Libya,,Tunisia; Egypt,"Tunisians, Egyptians",1985,1985,42000,61000,80000,1,,1,,FALSE,,,
434,Libya,,Sudanese; Mauritanians,"Sudanese, Mauritanians",1995,1995,80000,80000,80000,1,,1,,FALSE,,,
434,Libya,288,Ghana,Ghanians,2000,2012,12201,12201,12201,2,,183,deportation of Ghanian migrant workers,,,,
434,Libya,232,Eritrea,Eritreans,2004,2004,109,109,109,2,,158,deportation of Eritreans from Libya,,,,
434,Libya,818,Egypt,Egyptians,2011,2011,800000,800000,800000,4,,148,repatriation and escape from military intervention in Libya,,,,
434,Libya,288,Ghana,Ghanians,2011,2011,19000,19000,19000,3,,182,repatriation because of civil war and NATO intervention,,,,
434,Libya,562,Niger,Nigeriens,2025,2025,5383,5383,5383,1,,9,,FALSE,,,
450,Madagascar,174,Comoros,Comorians,1977,1977,16000,16000,16000,3,,122,repatriation after anti-comori riots,,,,
458,Malaysia,50,Bangladesh,Bangladeshi,1997,1997,100000,100000,100000,1,,38,deportation of migrant workers,,,,
458,Malaysia,360,Indonesia,Acehnese,1998,1998,545,545,545,2,,65,,,,,
458,Malaysia,360,Indonesia,Indonesians,1998,1998,11000,11000,11000,2,FALSE,221,deportation of Indonesian migrant workers,,,,
458,Malaysia,360,Indonesia,Indonesians,2021,2921,7200,7200,7200,2,FALSE,219,deportation of Indonesian migrant workers,,,,
458,Malaysia,360,Indonesia,Indonesians,2024,2024,129,129,129,2,FALSE,220,deportation of Indonesian migrant workers,,,,
458,Malaysia,360,Indonesia,Indonesians,2025,2025,37,37,37,2,FALSE,218,deportation of Indonesian migrant workers,,,,
470,Malta,232,Eritrea,Eritreans,2002,2002,232,232,232,2,,158,deportation of Eritreans from Malta,,,,
478,Mauritania,686,Senegal,"Senegalese, Mauritanians",1989,1989,70000,77500,85000,1,,1,,TRUE,,"UNHCR lists 48236 for 1989, 18562 more for 1990 and 1991",
175,Mayotte,174,Comoros,Comorians,2022,2022,26000,26000,26000,1,,123,,,,,
484,Mexico,222,El Salvador,Salvadorans,2014,2018,102000,102000,102000,2,,151,deportation of Salvadoran migrants,,,,
484,Mexico,340,Honduras,Hondurans,2017,2017,26991,26991,26991,2,,202,deportation of illegal migrants from Honduras,,,,
484,Mexico,222,El Salvador,Salvadorans,2017,2017,11089,11089,11089,2,,202,deportation of illegal migrants from El Salvador,,,,
484,Mexico,320,Guatemala,Guatemalans,2019,2019,34430,34430,34430,2,,192,deportation of Guatemalans,,,,
484,Mexico,340,Honduras,Hondurans,2019,2019,54037,54037,54037,2,,192,,,,,
484,Mexico,222,El Salvador,Salvadorans,2019,2019,12317,12317,12317,2,,192,,,,,
484,Mexico,558,Nicaragua,Nicaraguans,2019,2019,1530,1530,1530,2,,192,,,,,
484,Mexico,174,Colombia,Colombians,2024,2024,9,9,9,2,FALSE,119,deportation of Colombians,,,,
484,Mexico,320,Guatemala,Guatemalans,2024,2024,7500,7500,7500,2,,193,deportation of Guatemalans,,,,
496,Mongolia,156,China,Chinese,1983,1983,1764,5882,10000,1,,1,,FALSE,,,
104,Myanmar,356,India,Indians,1963,1964,300000,300000,300000,1,,209,expulsion by xenophobia against indians,,,,
104,Myanmar,156,China,Chinese,1963,1964,100000,100000,100000,1,,209,expulsion by xenophobia against chinese,,,,
104,Myanmar,360,Indonesia,Indonesians,2025,2025,500,500,500,3,,216,repatriation after beeing freed from Myanmar Scam center,,,,
554,New Zealand,776,Tonga,Tongans,2009,2020,252,252,252,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2009,2020,267,267,267,2,,124,deportation of criminal Tongans,,,,
562,Niger,204,Benin,Beninese (Dahomeyans),1963,1964,6918,11459,16000,1,,1,,FALSE,,,
566,Nigeria,,Ghana; Nigeria; Cameroon; Chad; Togo; Benin,"Ghanaians, Nigeriens, Cameroonians, Chadians, Togolese, Beninese",1983,1983,1500000,1750000,2000000,1,,1,,FALSE,,,
566,Nigeria,288,Ghana,Ghanaians,1983,1983,700000,700000,700000,1,,46,,,,,
566,Nigeria,288,Ghana,Ghanaians,1983,1983,900000,1050000,1200000,1,,60,,,,,
566,Nigeria,768,Togo,Togolese,1983,1983,500,500,500,1,,46,,,,,
566,Nigeria,204,Benin,Beninese,1983,1983,5000,5000,5000,1,,46,,,,,
566,Nigeria,148,Chad,Chadians,1983,1983,1500000,150000,150000,1,,46,,,,,
566,Nigeria,562,Niger,Nigeriens,1983,1983,18000,18000,18000,1,,46,,,,,
566,Nigeria,120,Cameroon,Cameroonians,1983,1983,120000,120000,120000,1,,46,,,,,
566,Nigeria,,Mali; Senegal; Cote d'Ivoire,"Malians, Senegalese, Ivorer",1983,1983,5000,5000,5000,1,,46,,,,,
566,Nigeria,288,Ghana,Ghanians,1983,1983,1000000,1000000,1000000,1,,178,expulsion of migrant workers and minority ethnic groups,,,,
566,Nigeria,562,Niger,Nigeriens,1983,1983,200000,200000,200000,1,,178,expulsion of migrant workers and minority ethnic groups,,,,
566,Nigeria,148,Chad,Chadians,1983,1983,150000,150000,150000,1,,178,expulsion of migrant workers and minority ethnic groups,,,,
566,Nigeria,120,Cameroon,Cameroonians,1983,1983,150000,150000,150000,1,,178,expulsion of migrant workers and minority ethnic groups,,,,
566,Nigeria,,various,West Africans,1983,1983,2000000,2000000,2000000,1,,179,expulsion of migrant workers and minority ethnic groups,,,,
566,Nigeria,,Ghana; Nigeria; Cameroon; Chad,"Ghanians, Nigerians, Cameroonians; Chadians",1985,1985,200000,450000,700000,1,,1,,FALSE,,,
566,Nigeria,768,Togo,Togolese,1985,1985,7971,7971,7971,1,,46,,FALSE,,,
566,Nigeria,768,Togo,Togolese,1985,1985,7971,7971,7971,1,,46,,FALSE,,,
566,Nigeria,204,Benin,Beninese,1985,1985,12000,12000,12000,1,,46,,,,,
566,Nigeria,768,Togo,Togolese,1985,1985,15000,15000,15000,1,,46,,,,,
566,Nigeria,384,Cote d'Ivoire,Ivorer,1985,1985,10,10,10,1,,46,,,,,
566,Nigeria,466,Mali,Malians,1985,1985,6000,6000,6000,1,,46,,,,,
566,Nigeria,562,Niger,Nigeriens,1985,1985,38000,38000,38000,1,,46,,,,,
566,Nigeria,430,Liberia,Liberians,1985,1985,20,20,20,1,FALSE,46,,,,,
566,Nigeria,694,Sierra Leone,Sierra Leoneans,1985,1985,50,50,50,1,FALSE,46,,,,,
566,Nigeria,270,Gambia,Gambians,1985,1985,20,20,20,1,FALSE,46,,,,,
566,Nigeria,686,Senegal,Senegalese,1985,1985,30,30,30,1,FALSE,46,,,,,
566,Nigeria,854,Burkina Faso,Burkinabe,1985,1985,80,80,80,1,FALSE,46,,,,,
566,Nigeria,288,Ghana,Ghanians,1985,1985,300000,300000,300000,1,,46,,FALSE,,,
566,Nigeria,562,Niger,Nigeriens,1985,1985,100000,100000,100000,1,,46,,FALSE,,,
566,Nigeria,288,Ghana,Ghanians,1985,1985,100000,100000,100000,1,,181,expulsion of Ghanian migrant workers,,,,
566,Nigeria,148,Chad,Chadians,1994,1996,500000,500000,500000,1,,17,,FALSE,,,
566,Nigeria ,226,Guinea,Guineans,1985,1985,30,30,30,1,FALSE,46,,,,,
586,Pakistan,4,Afghanistan,Afghans,2016,2016,500000,532500,565000,1,,1,,TRUE,,2014: 283548 2015: -42844 2016: -197738 2017: 16158,
591,Panama,,various,various,2023,2024,864,864,864,2,,193,deportation of migrants,,,,
591,Panama,170,Colombia,Colombians,2024,2024,77,77,77,2,,119,,,,,
616,Poland,268,Georgia,Georgians,2024,2024,2589,2589,2589,2,,176,deportation of Georgian migrants,,,,
180,Republic of Congo,204,Benin,Beninese,1962,1962,3000,3000,3000,1,,1,,FALSE,,,
180,Republic of Congo,466,Mali,Malians ,1977,1977,5000,5500,6000,1,,1,,FALSE,,,
180,Republic of Congo,180,DRC,Congolese (Kinshasa),2014,2014,179000,212000,245000,1,,1,,FALSE,,,
180,Republic of Congo,180,DRC,Congolese (Kinshasa),2014,2014,179000,179000,179000,1,,116,,FALSE,,,
643,Russia,268,Georgia,Georgians,2006,2007,2300,2300,2300,1,,1,,FALSE,,,
643,Russia,268,Georgia,Georgians,2006,2006,2380,2380,2380,2,,175,deportation of Georgians illegaly residing in Russia,,,,
643,Russia,268,Georgia,Georgians,2006,2006,2000,2000,2000,1,,175,expulsion of Georgians illegaly residing in Russia,,,,
646,Rwanda,108,Burundi,Burundians,1996,1996,392,392,392,1,,75,,,,,
646,Rwanda,180,DRC,Congolese,2002,2002,1500,1500,1500,1,,113,,,,,
646,Rwanda,108,Burundi,Burundians,2024,2024,1700,1700,1700,1,,77,,,,,
682,Saudi Arabia,887,Yemen,Yemenis,1990,1990,750000,875000,1000000,1,,1,,FALSE,,,
682,Saudi Arabia,887,Yemen,Yemenis,1990,1990,800000,800000,800000,1,,62,,FALSE,,,
682,Saudi Arabia,356,India,Indians,2013,2013,134000,134000,134000,3,FALSE,213,repatriation of Indians after Saudi campaigns to identify and deport undocumented workers,,,,
682,Saudi Arabia,,various,various,2013,2013,60000,60000,60000,2,FALSE,213,deportation of migrants,,,,
682,Saudi Arabia,231,Ethiopia,Ethiopians,2017,2017,14000,14000,14000,2,,166,deportation of Ethiopian migrant workers and refugees,,,,
682,Saudi Arabia,231,Ethiopia,Ethiopians,2017,2017,96000,96000,96000,1,,166,expulsion and deportation of Ethiopian migrant workers and refugees,,,,
682,Saudi Arabia,231,Ethiopia,Ethiopians,2017,2019,260000,260000,260000,2,,167,deportation of Ethiopian migrant workers and refugees,,,,
682,Saudi Arabia,50,Bangladesh,Bangladeshi,2022,2022,70000,70000,70000,1,,39,,,,,
682,Saudi Arabia,231,Ethiopia,Ethiopians,2022,2022,71000,71000,71000,2,,168,deportation of Ethiopian migrant workers and refugees,,,,
682,Saudi Arabia,360,Indonesia,Indonesians,2025,2025,211,211,211,2,FALSE,217,deportation of Indonesian migrant workers,,,,
686,Senegal,478,Mauritania,Mauritanians,1989,1989,80000,90000,100000,1,,1,,TRUE,15000,UNHCR lists 45000 for 1990,
694,Sierra Leone,324,French Guinea,Guineans ,1956,1957,30000,40000,50000,1,,1,,FALSE,,,
694,Sierra Leone,288,Ghana,Ghanaians,1968,1968,2000,5000,8000,1,,1,,FALSE,,,
694,Sierra Leone,324,Guinea,Guineans (Foulah),1982,1982,1000,1000,1000,1,,1,,FALSE,,,
710,South Africa,748,Eswatini,South Africans of Swazi ethnic origin,1978,1978,7000,7000,7000,1,,160,expulsion of South Africans with Swazi ethnic origin,,,,
710,South Africa,,Mozambique; Simbabwe; other SADC countries,Mozambicans; Simbabweans; Migrants from other SADC countries,1988,1988,44225,44225,44225,2,,162,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,508,Mozambique,Mozambicans,1990,1990,42330,42330,42330,1,,58,,,,,
710,South Africa,508,Mozambique,Mozambicans,1991,1991,47074,47074,47074,1,,58,,,,,
710,South Africa,508,Mozambique,Mozambicans,1992,1992,61210,61210,61210,1,,58,,,,,
710,South Africa,508,Mozambique,Mozambicans,1993,1993,80926,80926,80926,1,,58,,,,,
710,South Africa,508,Mozambique,Mozambicans,1993,1994,136279,144242,152205,1,,1,,FALSE,,,
710,South Africa,,Mozambique; Simbabwe; other SADC countries,Mozambicans; Simbabweans; Migrants from other SADC countries,1993,1993,96600,96600,96600,2,,162,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,508,Mozambique,Mozambiciancs,1993,1993,80926,80926,80926,2,,162,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,508,Mozambique,Mozambicans,1994,1994,71279,71279,71279,1,,58,,,,,
710,South Africa,508,Mozambique,Mozambiciancs,1994,1994,71279,71279,71279,2,,162,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,,Mozambique; Simbabwe; other SADC countries,Mozambicans; Simbabweans; Migrants from other SADC countries,1994,2008,1700000,1700000,1700000,2,,163,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,508,Mozambique,Mozambicians,1994,1994,71279,71279,71279,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,716,Zimbabwe,Zimbabweans,1994,1994,12931,12931,12931,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,426,Lesotho,Lesotheans,1994,1994,4073,4073,4073,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,,SADC without Mozambique; Zimbabwe; Lesotho,SADC nationals,1994,1994,2409,2409,2409,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,508,Mozambique,Mozambicans,1995,1995,131689,131689,131689,1,,58,,,,,
710,South Africa,508,Mozambique,Mozambiciancs,1995,1995,131689,131689,131689,2,,162,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,,Simbabwe; other SADC countries,Simbabweans; Migrants from other SADC countries,1995,1995,25359,25359,25359,2,,162,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,716,Zimbabwe,Zimbabweans,1995,1995,17548,17548,17548,2,,162,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,426,Lesotho,Lesotheans,1995,1995,4073,4073,4073,2,,162,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,454,Malawi,Malawis,1995,1995,1154,1154,1154,2,,162,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,748,Swaziland,Swazis,1995,1995,837,837,837,2,FALSE,162,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,834,Tanzania,Tanzanians,1995,1995,836,836,836,2,,162,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,508,Mozambique,Mozambicians,1995,1995,131689,131689,131689,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,716,Zimbabwe,Zimbabweans,1995,1995,17549,17549,17549,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,426,Lesotho,Lesotheans,1995,1995,4087,4087,4087,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,,SADC without Mozambique; Zimbabwe; Lesotho,SADC nationals,1995,1995,3759,3759,3759,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,508,Mozambique,Mozambicans,1996,1996,157425,157425,157425,1,,58,,,,,
710,South Africa,,Mozambique; Simbabwe; other SADC countries,Mozambicans; Simbabweans; Migrants from other SADC countries,1996,1996,180713,180713,180713,2,,162,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,508,Mozambique,Mozambicians,1996,1996,157425,157425,157425,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,716,Zimbabwe,Zimbabweans,1996,1996,14651,14651,14651,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,426,Lesotho,Lesotheans,1996,1996,3344,3344,3344,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,,SADC without Mozambique; Zimbabwe; Lesotho,SADC nationals,1996,1996,5293,5293,5293,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,508,Mozambique,Mozambicans,1997,1997,146285,146285,146285,1,,58,,,,,
710,South Africa,,Mozambique; Simbabwe; other SADC countries,Mozambicans; Simbabweans; Migrants from other SADC countries,1997,1997,176351,176351,176351,2,,162,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,508,Mozambique,Mozambiciancs,1997,1997,146285,146285,146285,2,,162,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,716,Zimbabwe,Zimbabweans,1997,1997,21673,21673,21673,2,,162,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,508,Mozambique,Mozambicians,1997,1997,146285,146285,146285,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,716,Zimbabwe,Zimbabweans,1997,1997,21673,21673,21673,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,426,Lesotho,Lesotheans,1997,1997,4077,4077,4077,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,,SADC without Mozambique; Zimbabwe; Lesotho,SADC nationals,1997,1997,4316,4316,4316,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,508,Mozambique,Mozambicians,1998,1998,141506,141506,141506,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,716,Zimbabwe,Zimbabweans,1998,1998,28548,28548,28548,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,426,Lesotho,Lesotheans,1998,1998,4900,4900,4900,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,,SADC without Mozambique; Zimbabwe; Lesotho,SADC nationals,1998,1998,6332,6332,6332,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,508,Mozambique,Mozambicians,1999,1999,123961,123961,123961,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,716,Zimbabwe,Zimbabweans,1999,1999,42769,42769,42769,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,426,Lesotho,Lesotheans,1999,1999,6003,6003,6003,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,,SADC without Mozambique; Zimbabwe; Lesotho,SADC nationals,1999,1999,11128,11128,11128,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,508,Mozambique,Mozambicians,2000,2000,84738,84738,84738,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,716,Zimbabwe,Zimbabweans,2000,2000,45922,45922,45922,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,426,Lesotho,Lesotheans,2000,2000,5871,5871,5871,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
710,South Africa,,SADC without Mozambique; Zimbabwe; Lesotho,SADC nationals,2000,2000,9044,9044,9044,2,,164,deportation or repatriation of SADC migrants and refugees,,,,
